host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,high_demand,amenities_count,host_days_active,days_since_last_review,days_since_first_review,Wifi,Kitchen,Refrigerator,Air conditioning,Heating,Washer,Dryer,TV,Private entrance,Smoke alarm,Fire extinguisher,Iron,Shampoo,Dishwasher,Pool,Elevator,Breakfast,Pets allowed,Paid parking on premises,Free parking on premises,Bikes,property_category
within a day,50-79%,50-69%,f,1,1,t,Centrum-Oost,Entire home/apt,2,1.0,1.0,1.0,5,30,5.0,13,43,73,348,21,2,0,5.0,4.95,4.86,4.95,5.0,5.0,4.76,f,1,1,0,0,0.18,0,26,4661,1-6 months,4-10 years,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,4,t,De Pijp - Rivierenbuurt,Private room,2,1.0,1.0,1.0,3,360,3.0,8,30,53,268,94,0,0,4.66,4.66,4.53,4.75,4.57,4.85,4.43,t,1,0,1,0,0.62,0,21,4653,1-2 years,>10 years,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,standard_apartments
within a day,95-100%,0-49%,f,1,2,t,Zuid,Entire home/apt,2,1.0,1.0,1.0,4,30,4.0,18,48,78,78,11,2,0,4.91,4.91,4.73,4.91,5.0,4.73,4.82,f,1,1,0,0,0.1,0,45,4631,1-6 months,4-10 years,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,3,1.0,1.0,1.0,2,14,2.0,0,0,0,2,87,7,0,4.89,4.93,4.78,4.99,4.98,4.82,4.77,f,1,1,0,0,0.57,0,48,4791,1-6 months,>10 years,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,50-69%,f,1,1,t,Zuid,Entire home/apt,4,1.0,2.0,2.0,3,60,3.0,0,0,0,3,134,6,0,4.88,4.86,4.82,4.92,4.89,4.67,4.7,f,1,1,0,0,0.88,1,54,4613,1-6 months,>10 years,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,2.0,3.0,3.0,4,30,4.0,4,4,4,23,42,2,0,4.63,4.69,4.43,4.83,4.83,4.74,4.6,f,1,1,0,0,0.28,0,57,4612,1-6 months,>10 years,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,3,f,De Baarsjes - Oud-West,Private room,3,1.0,2.0,3.0,3,30,3.0,1,11,11,115,575,48,1,4.81,4.86,4.87,4.94,4.93,4.74,4.68,t,1,0,1,0,3.76,1,23,4611,0-1 month,>10 years,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,apartment
within a few hours,95-100%,90-100%,t,2,3,t,Centrum-Oost,Entire home/apt,4,1.0,2.0,3.0,3,1125,3.0,5,26,48,262,289,68,4,4.78,4.78,4.78,4.79,4.77,4.97,4.57,f,2,2,0,0,1.95,1,26,4607,0-1 month,>10 years,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Centrum-West,Entire home/apt,2,1.0,3.0,1.0,4,20,4.0,0,0,0,0,47,4,0,4.98,5.0,4.98,4.93,5.0,4.96,4.89,f,1,1,0,0,0.4,0,46,4599,1-6 months,4-10 years,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Slotervaart,Private room,2,1.0,2.0,1.0,2,14,2.0,0,0,0,0,34,0,0,4.88,4.85,4.88,4.94,4.97,4.38,4.82,f,1,0,1,0,0.34,0,16,4587,>4 years,4-10 years,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,apartment
within an hour,95-100%,0-49%,f,1,1,t,Zuid,Entire home/apt,4,3.5,3.0,3.0,4,30,4.0,0,2,32,32,18,1,0,4.88,4.94,4.67,4.89,5.0,4.94,4.61,f,1,1,0,0,0.13,0,30,4581,1-6 months,>10 years,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,De Baarsjes - Oud-West,Private room,2,1.5,1.0,1.0,1,31,1.0,10,24,43,43,28,0,0,4.86,4.89,4.89,4.93,4.96,4.89,4.79,f,1,0,1,0,0.19,0,27,4580,>4 years,>10 years,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,0-49%,f,1,1,t,Zuid,Entire home/apt,5,1.0,3.0,1.0,5,22,5.0,0,0,0,0,11,0,0,4.82,5.0,4.73,5.0,5.0,4.73,4.82,f,1,1,0,0,0.08,0,26,4576,>4 years,>10 years,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,3,t,Centrum-Oost,Entire home/apt,4,1.0,3.0,4.0,3,30,3.0,0,0,0,20,61,0,0,4.74,4.85,4.72,4.9,4.97,4.93,4.49,f,1,1,0,0,0.41,0,33,4701,1-2 years,>10 years,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Centrum-West,Entire home/apt,4,1.0,2.0,3.0,2,4,2.0,30,60,90,90,62,0,0,4.74,4.72,4.66,4.82,4.9,4.81,4.34,f,1,1,0,0,0.41,0,36,4574,>4 years,>10 years,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
a few days or more,0-49%,70-89%,f,1,1,t,Noord-Oost,Entire home/apt,4,1.5,1.0,2.0,2,10,2.0,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,f,1,1,0,0,0.01,0,42,4570,>4 years,4-10 years,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,luxury_apartments
within a few hours,95-100%,70-89%,t,1,1,t,Centrum-Oost,Entire home/apt,4,1.0,1.0,1.0,3,365,3.0,24,54,84,337,298,34,2,4.9,4.86,4.77,4.96,4.96,4.94,4.79,f,1,1,0,0,1.97,1,21,4569,0-1 month,>10 years,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,0-49%,f,1,1,t,Zuid,Entire home/apt,4,1.5,2.0,1.0,3,22,2.0,6,36,66,235,100,6,0,4.36,4.51,4.06,4.71,4.56,4.63,4.14,f,1,1,0,0,0.66,0,52,4569,1-6 months,>10 years,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,5,t,Centrum-West,Entire home/apt,2,1.0,1.0,1.0,3,1125,3.0,28,58,88,113,30,3,0,4.87,4.9,4.8,4.87,4.87,4.87,4.67,f,1,1,0,0,0.2,0,20,4568,1-6 months,>10 years,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,Bos en Lommer,Entire home/apt,4,1.0,4.0,1.0,9,25,9.0,0,0,0,0,29,2,0,4.96,4.9,4.93,5.0,5.0,4.59,4.9,f,1,1,0,0,0.21,0,27,4566,1-6 months,>10 years,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,90-100%,f,1,1,t,Westerpark,Private room,2,1.5,1.0,1.0,2,30,2.0,5,35,65,267,330,42,0,4.87,4.89,4.85,4.91,4.88,4.8,4.74,f,1,0,1,0,3.32,1,19,4563,1-6 months,4-10 years,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,standard_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,2.0,1.0,29,30,29.0,0,0,0,0,33,0,0,4.91,4.94,4.91,5.0,4.97,4.79,4.76,f,1,1,0,0,0.31,0,47,4559,2-4 years,4-10 years,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Watergraafsmeer,Entire home/apt,4,1.0,2.0,1.0,5,30,5.0,0,0,0,0,57,0,0,4.84,4.91,4.84,4.91,4.82,4.58,4.7,f,1,1,0,0,0.38,0,21,5069,>4 years,>10 years,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,6,1.0,2.0,1.0,1,1125,1.0,0,0,0,0,62,3,0,4.58,4.55,4.47,4.79,4.71,4.66,4.4,f,1,1,0,0,0.54,0,43,4552,1-6 months,4-10 years,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,2,t,Westerpark,Entire home/apt,2,1.5,0.0,1.0,2,30,2.0,0,0,0,65,162,0,0,4.41,4.39,4.34,4.83,4.88,4.62,4.39,f,1,1,0,0,1.12,1,30,4947,>4 years,>10 years,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,2,3,t,Buitenveldert - Zuidas,Entire home/apt,2,1.0,1.0,1.0,3,30,3.0,0,1,1,1,28,1,0,4.62,4.75,4.54,4.71,4.96,4.57,4.5,f,2,2,0,0,0.19,0,24,4548,6 months-1 year,>10 years,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Centrum-Oost,Entire home/apt,3,1.0,2.0,1.0,3,5,3.0,0,0,0,0,108,0,0,4.82,4.75,4.57,4.87,4.88,4.92,4.64,f,1,1,0,0,0.72,1,30,4542,2-4 years,>10 years,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,0-49%,f,1,2,t,Zuid,Private room,3,1.5,1.0,2.0,4,30,4.0,0,21,50,313,391,6,0,4.87,4.92,4.93,4.94,4.92,4.85,4.8,f,1,0,1,0,2.6,1,19,4582,1-6 months,>10 years,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,0-49%,f,2,4,t,Centrum-Oost,Entire home/apt,4,1.0,4.0,1.0,5,35,5.0,0,0,0,0,21,1,0,4.86,4.81,4.86,4.9,5.0,4.95,4.75,f,1,1,0,0,0.17,0,50,4539,6 months-1 year,>10 years,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Centrum-Oost,Entire home/apt,4,1.0,3.0,1.0,3,30,3.0,0,0,0,0,40,1,0,4.75,4.85,4.64,4.85,4.78,4.9,4.49,f,1,1,0,0,0.27,0,20,4539,1-6 months,>10 years,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,Westerpark,Private room,2,1.0,1.0,1.0,2,31,2.0,1,3,3,3,610,38,2,4.97,4.96,4.97,4.98,4.97,4.8,4.86,f,1,0,1,0,4.12,1,34,4537,0-1 month,>10 years,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,apartment
within a few hours,95-100%,0-49%,f,1,1,t,Slotervaart,Entire home/apt,6,1.5,3.0,1.0,3,28,6.1,3,3,3,9,12,0,0,4.75,4.92,4.75,4.58,5.0,4.33,4.42,f,1,1,0,0,0.09,0,42,4535,1-2 years,>10 years,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Oud-Noord,Entire home/apt,4,1.5,2.0,2.0,2,14,3.0,1,1,1,1,20,1,0,4.8,4.8,4.6,4.85,5.0,4.45,4.6,f,1,1,0,0,0.13,0,41,4535,1-6 months,>10 years,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,t,1,1,t,Zuid,Entire home/apt,2,1.0,1.0,1.0,3,8,3.0,0,0,0,0,21,8,0,5.0,5.0,5.0,5.0,5.0,4.95,4.71,f,1,1,0,0,0.18,0,17,4534,1-6 months,4-10 years,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,2,2,t,Centrum-Oost,Entire home/apt,6,1.0,3.0,6.0,3,90,3.2,9,32,54,245,356,60,6,4.55,4.65,4.61,4.77,4.6,4.77,4.39,f,2,2,0,0,2.98,1,12,4678,0-1 month,4-10 years,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,7,3.0,9,9,9,134,56,5,0,4.88,4.91,4.86,4.89,4.95,4.8,4.88,f,1,1,0,0,0.38,0,22,4531,1-6 months,>10 years,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Watergraafsmeer,Entire home/apt,4,1.0,4.0,1.0,7,14,7.0,0,0,0,0,8,1,0,4.86,4.75,5.0,5.0,4.88,4.75,4.75,f,1,1,0,0,0.05,0,16,4531,1-6 months,>10 years,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Zuid,Entire home/apt,5,1.0,4.0,1.0,2,21,2.0,0,0,0,0,29,4,0,4.93,4.9,4.72,4.93,5.0,4.59,4.62,f,1,1,0,0,0.19,0,23,4531,1-6 months,>10 years,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Bijlmer-Oost,Entire home/apt,4,1.5,3.0,5.0,1,30,1.0,30,60,90,365,64,0,0,4.78,4.87,4.73,4.95,4.94,4.5,4.71,f,1,1,0,0,0.43,0,30,4565,>4 years,>10 years,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,Westerpark,Private room,2,1.0,1.0,1.0,1,365,1.0,15,43,67,334,567,83,8,4.79,4.81,4.86,4.88,4.86,4.7,4.61,f,1,0,1,0,4.03,1,22,4522,0-1 month,>10 years,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,standard_apartments
within an hour,95-100%,90-100%,t,2,2,t,Centrum-West,Private room,2,1.0,0.0,1.0,1,10,1.3,9,30,45,45,938,87,4,4.77,4.85,4.79,4.95,4.93,4.91,4.68,f,2,0,2,0,6.26,1,26,4521,0-1 month,>10 years,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,apartment
within a day,50-79%,70-89%,f,12,16,t,Noord-Oost,Private room,2,1.0,1.0,1.0,2,1125,2.0,0,0,0,0,415,0,0,4.86,4.81,4.81,4.91,4.9,4.78,4.79,f,9,1,8,0,2.77,1,18,4519,1-2 years,>10 years,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,hostel
within a few hours,95-100%,0-49%,f,1,1,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,3,30,3.0,30,60,90,90,34,5,0,4.97,4.88,4.94,4.97,5.0,4.76,4.68,f,1,1,0,0,0.23,0,26,4544,1-6 months,>10 years,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,4,1.0,3.0,1.0,3,21,3.0,0,0,0,0,34,4,0,5.0,4.94,4.94,4.97,5.0,4.97,4.91,f,1,1,0,0,0.23,0,61,4553,1-6 months,>10 years,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,2,2,t,Centrum-West,Private room,2,1.0,0.0,1.0,1,10,1.3,5,30,52,52,646,59,2,4.87,4.91,4.86,4.97,4.98,4.93,4.73,f,2,0,2,0,4.3,1,24,4521,0-1 month,>10 years,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,0-49%,f,1,1,t,Zuid,Entire home/apt,5,1.0,3.0,1.0,7,30,7.0,0,0,0,0,16,2,0,5.0,4.94,4.69,4.88,4.93,4.94,4.88,f,1,1,0,0,0.11,0,32,4512,1-6 months,>10 years,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,3,10,3.0,0,0,0,0,99,7,0,4.82,4.82,4.66,4.88,4.86,4.86,4.63,f,1,1,0,0,0.66,0,25,4878,1-6 months,>10 years,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,1,t,Westerpark,Entire home/apt,4,1.0,0.0,3.0,91,360,91.0,5,35,59,248,148,0,0,4.88,4.79,4.86,4.95,4.93,4.79,4.74,f,1,1,0,0,0.99,1,38,4516,2-4 years,>10 years,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.5,2.0,4.0,4,17,4.0,0,0,8,52,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0,0.41,0,58,4499,1-6 months,0-1 year,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Buitenveldert - Zuidas,Entire home/apt,4,1.0,4.0,1.0,6,28,6.0,0,0,0,0,18,0,0,4.94,4.89,4.78,4.94,5.0,4.78,4.72,f,1,1,0,0,0.2,0,53,4704,2-4 years,4-10 years,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,luxury_apartments
within an hour,95-100%,90-100%,t,3,3,t,Centrum-West,Hotel room,2,1.0,1.0,1.0,1,1125,2.0,9,36,61,218,974,87,5,4.88,4.87,4.91,4.95,4.96,4.94,4.81,t,2,0,0,0,6.54,1,42,4496,0-1 month,>10 years,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,apartment
within an hour,95-100%,90-100%,t,3,3,t,Centrum-West,Hotel room,2,1.0,1.0,1.0,1,1125,2.0,6,34,64,216,879,91,7,4.91,4.87,4.94,4.96,4.97,4.96,4.8,t,2,0,0,0,5.93,1,41,4496,0-1 month,>10 years,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,apartment
within a few hours,95-100%,0-49%,f,1,1,t,Watergraafsmeer,Entire home/apt,5,3.0,4.0,6.0,4,30,4.0,0,0,0,9,42,2,0,4.83,4.74,4.31,4.9,4.93,4.83,4.81,f,1,1,0,0,0.29,0,38,4490,1-6 months,>10 years,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within a day,50-79%,0-49%,f,2,3,t,Oud-Noord,Entire home/apt,2,1.5,1.0,3.0,30,180,30.0,0,0,7,252,62,0,0,4.33,4.08,4.23,4.57,4.6,4.61,4.25,f,2,2,0,0,0.42,0,21,4772,>4 years,>10 years,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,luxury_apartments
within a day,95-100%,90-100%,f,1,1,t,Noord-West,Entire home/apt,2,1.5,1.0,1.0,5,120,5.0,30,60,90,365,43,6,0,4.98,4.88,4.93,4.98,5.0,4.9,4.83,f,1,1,0,0,0.31,0,24,4486,1-6 months,>10 years,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,De Pijp - Rivierenbuurt,Private room,2,1.0,1.0,1.0,1,14,1.0,12,42,72,72,717,73,7,4.69,4.79,4.6,4.91,4.93,4.73,4.53,f,1,0,1,0,5.69,1,27,4597,0-1 month,>10 years,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,90-100%,t,2,2,t,Geuzenveld - Slotermeer,Private room,2,1.0,1.0,2.0,4,25,4.0,23,53,83,334,413,38,2,4.82,4.88,4.87,4.92,4.94,4.53,4.64,t,2,0,2,0,2.78,1,45,4474,0-1 month,>10 years,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,0-49%,f,1,1,t,Centrum-Oost,Entire home/apt,2,1.5,1.0,1.0,14,23,13.7,4,7,37,37,94,5,0,4.75,4.8,4.55,4.86,4.86,4.65,4.57,f,1,1,0,0,0.67,0,26,4602,1-6 months,>10 years,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,0-49%,f,3,3,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,2.0,3.0,1,4,1.0,0,0,0,0,11,0,0,4.73,4.55,5.0,4.82,4.9,4.55,4.64,f,3,2,1,0,0.08,0,26,4469,>4 years,>10 years,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,Centrum-West,Private room,2,1.5,1.0,1.0,2,30,2.0,4,4,4,4,759,5,0,4.83,4.85,4.83,4.95,4.96,4.89,4.71,f,1,0,1,0,5.12,1,35,4468,1-6 months,>10 years,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,0-49%,f,1,1,t,IJburg - Zeeburgereiland,Entire home/apt,4,1.0,2.0,3.0,5,21,5.0,16,25,55,330,26,2,0,4.81,4.92,4.81,4.96,4.76,4.65,4.81,f,1,1,0,0,0.18,0,29,4467,1-6 months,>10 years,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Bos en Lommer,Entire home/apt,4,1.0,2.0,1.0,2,7,2.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,71,4931,no reviews,no reviews,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,365,3.0,0,0,0,0,60,0,0,4.8,4.83,4.8,4.88,4.9,4.73,4.71,f,1,1,0,0,0.41,0,24,4598,1-2 years,>10 years,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,2,2,t,Bos en Lommer,Entire home/apt,4,1.0,2.0,1.0,5,40,5.0,0,0,0,0,85,0,0,4.87,4.89,4.79,4.95,4.95,4.63,4.79,f,2,1,1,0,0.57,0,27,4463,>4 years,>10 years,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,90-100%,t,1,1,t,De Pijp - Rivierenbuurt,Private room,2,1.0,1.0,1.0,3,10,3.0,17,17,17,17,258,21,0,4.89,4.94,4.9,4.96,4.96,4.93,4.69,f,1,0,1,0,2.38,1,40,4459,1-6 months,4-10 years,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,90-100%,t,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,1125,2.4,0,1,1,7,172,8,0,4.71,4.82,4.64,4.78,4.83,4.66,4.61,f,1,1,0,0,1.18,1,10,4454,1-6 months,>10 years,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,70-89%,f,1,1,t,Westerpark,Private room,2,1.0,1.0,2.0,2,180,2.0,0,14,44,236,244,26,0,4.76,4.63,4.51,4.94,4.88,4.77,4.63,f,1,0,1,0,1.65,1,34,4450,1-6 months,>10 years,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,apartment
within an hour,95-100%,70-89%,t,1,1,t,Centrum-Oost,Entire home/apt,4,1.0,4.0,1.0,2,2,2.0,0,0,0,0,147,9,0,4.9,4.92,4.71,4.95,4.97,4.94,4.76,f,1,1,0,0,1.0,1,48,4445,1-6 months,>10 years,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,70-89%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,2,14,2.0,0,5,5,5,66,4,0,4.98,4.98,4.98,4.95,4.97,4.94,4.85,f,1,1,0,0,0.45,0,34,4654,1-6 months,>10 years,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,Centrum-West,Entire home/apt,2,1.0,1.0,1.0,2,14,6.0,0,0,0,73,105,3,0,4.71,4.77,4.18,4.91,4.88,4.9,4.55,f,1,1,0,0,0.71,1,48,4444,1-6 months,>10 years,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,2,2,t,Centrum-Oost,Private room,2,1.0,1.0,1.0,3,14,3.0,20,36,66,91,191,37,3,4.68,4.77,4.63,4.84,4.79,4.84,4.53,t,2,0,2,0,2.05,1,18,4444,0-1 month,4-10 years,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,70-89%,t,2,2,t,Westerpark,Private room,2,1.0,1.0,1.0,3,90,3.0,0,0,0,0,453,26,0,4.75,4.83,4.78,4.89,4.86,4.74,4.64,f,1,0,1,0,3.09,1,25,4497,1-6 months,>10 years,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,apartment
within an hour,95-100%,70-89%,f,1,1,t,Centrum-Oost,Entire home/apt,4,1.0,2.0,1.0,5,30,5.0,0,0,0,0,14,0,0,5.0,4.93,4.86,4.86,5.0,4.86,4.86,f,1,1,0,0,0.1,0,34,4441,1-2 years,>10 years,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
